keyword,paper_count,config,k,elbow_estimated_k,smallest_cluster,largest_cluster,silhouette_cosine,cohesion_ratio,within_cosine_mean,global_cosine_mean,within_pair_count,permutation_rho_mean,permutation_rho_sd,permutation_adjusted_z_rho,permutation_p_greater_equal,bootstrap_pairwise_ari_mean,bootstrap_pairwise_ari_min,bootstrap_pairwise_ari_sd,bootstrap_reference_ari_mean,bootstrap_reference_ari_min,bootstrap_reference_ari_sd,passes_numeric_rule
Design Patterns,51,spectral_knn10_k6,6,2,5,17,0.06622783094644547,1.0463292499728079,0.7929909229278564,0.7578789591789246,240,1.000009139055858,0.00729310893275498,6.351216106058118,0.000999000999000999,0.44397039239312797,0.09552941176470588,0.15025523454426734,0.5230175686978259,0.22923083076676934,0.1749613385639287,False
Design Rules,11,spectral_knn10_k2,2,2,4,7,0.052047815173864365,1.013602118207307,0.7203502655029297,0.7106834650039673,27,1.0006192110566798,0.012235568615026834,1.061079183086142,0.16283716283716285,0.4603725598789781,-0.16666666666666666,0.45847965422316983,0.5823026194161439,-0.16883116883116883,0.4425599043661526,False
Design Rules,11,spectral_knn10_k3,3,2,1,6,0.06055784225463867,1.0334714206016506,0.7344710501757535,0.7106834650039673,22,1.0001688884985147,0.015676035967671722,2.124423047498416,0.026973026973026972,0.35714688841579134,-0.25806451612903225,0.36698870575875414,0.4180048925179867,-0.038461538461538464,0.3164622610431399,False
Design frameworks,6,spectral_knn10_k2,2,2,2,4,0.18318690359592438,1.0452502211357673,0.7794209122657776,0.7456787824630737,7,1.000310809058757,0.026724909223860855,1.681555274915097,0.056943056943056944,0.5792592592592593,-0.3333333333333333,0.5178746452694969,0.7461538461538462,0.23076923076923078,0.3635242789425083,False
Design knowledge,68,spectral_knn10_k2,2,3,24,44,0.06816393882036209,1.0076753481457132,0.7681500315666199,0.762299120426178,1222,0.9999288065757064,0.0027000258752557307,2.869061974923912,0.005994005994005994,0.4800096281484002,-0.10638297872340426,0.25505033983775705,0.5390014147624264,0.08654535711189743,0.17506045551219487,False
Design knowledge,68,spectral_knn10_k3,3,3,10,35,0.030459895730018616,1.0147413567496533,0.7735364437103271,0.762299120426178,893,1.0000495136660401,0.0034534921037863817,4.254199124273408,0.000999000999000999,0.3937766074430722,-0.07846676394491925,0.19922626301056162,0.35633339915702544,0.10550573409787972,0.14847639048731917,False
Design knowledge,68,spectral_knn10_k4,4,3,9,32,0.03354713320732117,1.0182939478032227,0.776244580745697,0.762299120426178,713,1.000061219584531,0.00476618364902844,3.825435518500895,0.000999000999000999,0.5002410691901796,0.06538124927915764,0.16898721628013097,0.5002892294157014,0.19940580975301556,0.14003130481455003,False
Design knowledge,68,spectral_knn10_k5,5,3,9,20,0.03994239866733551,1.0261722006211933,0.782250165939331,0.762299120426178,481,0.9999862665985992,0.003503343499692355,7.474555099976228,0.000999000999000999,0.42861149259308307,0.024234988526752942,0.14739675316461673,0.4353072623259272,0.16553002766635114,0.11617422133257273,False
Design knowledge,68,spectral_knn10_k6,6,3,7,21,0.04548265412449837,1.0374572971674585,0.7908527851104736,0.762299120426178,422,0.9999976907180769,0.004569298819957968,8.198108271178072,0.000999000999000999,0.43419087991743394,0.05177323323841574,0.1296996830984202,0.43007449486316984,0.22060539864439327,0.1024416434253382,False
Design methods,27,spectral_knn10_k2,2,3,10,17,0.09359516203403473,1.0183425222708138,0.7691827416419983,0.7553281188011169,181,1.0000702473733465,0.004839999474006652,3.7752638188493712,0.001998001998001998,0.36111776528734973,-0.13677811550151975,0.3406857412038186,0.348301150437748,-0.10951008645533142,0.35026651856673696,False
Design methods,27,spectral_knn10_k3,3,3,4,14,0.0846213772892952,1.0352092275571378,0.7819226384162903,0.7553281188011169,133,0.9999055174895992,0.007065763757784746,4.996446425008559,0.000999000999000999,0.3220448179078395,-0.20886293369975953,0.2576473409862251,0.3383006234732784,-0.01125703564727955,0.24177072261719512,False
Design methods,27,spectral_knn10_k4,4,3,2,12,0.07566560804843903,1.0416820841483982,0.7868117690086365,0.7553281188011169,109,0.9999193640650794,0.007870829054912246,5.3060128471795975,0.000999000999000999,0.36079757872891377,-0.09576427255985268,0.21433608069579066,0.33834299933346945,0.054385964912280704,0.18079290832547804,False
Design methods,27,spectral_knn10_k5,5,3,3,11,0.03534439951181412,1.050255111482104,0.7932872176170349,0.7553281188011169,80,0.9998656246619103,0.011284683120804377,4.465299227347895,0.000999000999000999,0.42416695927991593,-0.08488862131246237,0.1924949337212792,0.35078885406514976,0.10952380952380952,0.12241809530150467,False
Design principles,15,spectral_knn10_k2,2,2,5,10,0.0806480199098587,1.0148273354389854,0.7263831496238708,0.7157701849937439,55,1.00026709056178,0.005936939856837502,2.452483135808838,0.002997002997002997,0.2475872352672851,-0.16883116883116883,0.37579606857621706,0.1934168156689695,-0.142433234421365,0.30525031719921775,False
Design principles,15,spectral_knn10_k3,3,2,2,8,0.06523781269788742,1.0288184390044128,0.7363975644111633,0.7157701849937439,39,1.000032314424517,0.007757152443313609,3.7109138682337686,0.000999000999000999,0.2736087521523103,-0.2545454545454545,0.30945940476907746,0.30073782291338197,-0.01440922190201729,0.18163183476806657,False
Design principles,15,spectral_knn10_k4,4,2,2,5,0.02529013901948929,1.0306852629579508,0.737733781337738,0.7157701849937439,23,1.0001754013425843,0.008118549547200826,3.758043408860629,0.001998001998001998,0.2157116573790423,-0.3018867924528302,0.24353341790313515,0.24272417141701352,-0.1039426523297491,0.21214860171855066,False
Design principles,15,spectral_knn10_k5,5,2,2,5,0.0065935393795371056,1.0414022214522205,0.7454046607017517,0.7157701849937439,18,1.000282690424912,0.010891142662296998,3.775502011341403,0.000999000999000999,0.14845002648469374,-0.27611940298507465,0.2114692764994558,0.14134164187082043,-0.22033898305084745,0.14301885153877844,False
Design rationale,14,spectral_knn10_k2,2,2,2,12,0.24186602234840393,1.01760731064865,0.8594565391540527,0.844585657119751,67,1.0001887572693353,0.007533441355388026,2.3121641966266515,0.022977022977022976,0.37785919731203105,-0.16883116883116883,0.48160071028165496,0.1865633076962117,-0.11864406779661017,0.23814027433570034,False
Design rationale,14,spectral_knn10_k3,3,2,2,10,0.2013099640607834,1.0380046402926337,0.8766838312149048,0.844585657119751,47,0.9999441665215222,0.011122329556953033,3.421987594974504,0.001998001998001998,0.40495866442698086,-0.3333333333333333,0.434518126496385,0.46761126644435974,-0.13989637305699482,0.2909227290028423,False
Design rationale,14,spectral_knn10_k4,4,2,1,11,0.1595555543899536,1.0306191727131768,0.8704461712261726,0.844585657119751,58,0.999792001800751,0.010434853191134907,2.95425056277893,0.008991008991008992,0.13387904604763842,-0.4,0.23975838625673915,0.2453271746958303,-0.15485564304461943,0.2165127348264432,False
