space,config,algorithm,cluster_count,noise_count,noise_fraction,coverage,smallest_cluster,largest_cluster,silhouette_original_cosine,eps,min_samples,min_cluster_size,selected
raw,dbscan_eps0.153053_ms5,dbscan,3,247,0.5404814004376368,0.45951859956236324,5,194,0.08243051171302795,0.153053,5.0,,False
raw,dbscan_eps0.156939_ms5,dbscan,2,239,0.5229759299781181,0.47702407002188185,5,213,0.07821851968765259,0.156939,5.0,,False
raw,dbscan_eps0.160638_ms5,dbscan,2,228,0.4989059080962801,0.5010940919037199,5,224,0.07259541004896164,0.160638,5.0,,False
raw,dbscan_eps0.162019_ms5,dbscan,2,220,0.4814004376367615,0.5185995623632386,6,231,0.08960495889186859,0.162019,5.0,,False
raw,dbscan_eps0.164628_ms5,dbscan,1,212,0.4638949671772429,0.5361050328227571,245,245,,0.164628,5.0,,False
raw,dbscan_eps0.166761_ms5,dbscan,1,201,0.43982494529540483,0.5601750547045952,256,256,,0.166761,5.0,,False
raw,dbscan_eps0.168517_ms5,dbscan,1,198,0.43326039387308535,0.5667396061269147,259,259,,0.168517,5.0,,False
raw,dbscan_eps0.171474_ms5,dbscan,1,192,0.4201312910284464,0.5798687089715536,265,265,,0.171474,5.0,,False
raw,dbscan_eps0.175457_ms5,dbscan,1,183,0.40043763676148797,0.5995623632385121,274,274,,0.175457,5.0,,False
raw,dbscan_eps0.177195_ms5,dbscan,1,178,0.38949671772428884,0.6105032822757112,279,279,,0.177195,5.0,,False
raw,dbscan_eps0.181593_ms5,dbscan,1,163,0.35667396061269147,0.6433260393873085,294,294,,0.181593,5.0,,False
raw,dbscan_eps0.187735_ms5,dbscan,1,145,0.3172866520787746,0.6827133479212254,312,312,,0.187735,5.0,,False
raw,dbscan_eps0.193324_ms5,dbscan,1,126,0.27571115973741794,0.7242888402625821,331,331,,0.193324,5.0,,False
raw,dbscan_eps0.196819_ms5,dbscan,1,115,0.25164113785557984,0.7483588621444202,342,342,,0.196819,5.0,,False
raw,dbscan_eps0.201720_ms5,dbscan,1,89,0.19474835886214442,0.8052516411378556,368,368,,0.20172,5.0,,False
raw,dbscan_eps0.205085_ms5,dbscan,1,84,0.1838074398249453,0.8161925601750547,373,373,,0.205085,5.0,,False
raw,dbscan_eps0.207425_ms5,dbscan,1,72,0.1575492341356674,0.8424507658643327,385,385,,0.207425,5.0,,False
raw,dbscan_eps0.211874_ms5,dbscan,1,63,0.13785557986870897,0.862144420131291,394,394,,0.211874,5.0,,False
raw,dbscan_eps0.214305_ms5,dbscan,1,58,0.12691466083150985,0.8730853391684902,399,399,,0.214305,5.0,,False
raw,dbscan_eps0.216185_ms5,dbscan,1,54,0.11816192560175055,0.8818380743982495,403,403,,0.216185,5.0,,False
raw,dbscan_eps0.219280_ms5,dbscan,1,47,0.10284463894967177,0.8971553610503282,410,410,,0.21928,5.0,,False
raw,dbscan_eps0.221649_ms5,dbscan,1,45,0.09846827133479212,0.9015317286652079,412,412,,0.221649,5.0,,False
raw,dbscan_eps0.227659_ms5,dbscan,1,33,0.07221006564551423,0.9277899343544858,424,424,,0.227659,5.0,,False
raw,dbscan_eps0.234142_ms5,dbscan,1,23,0.05032822757111598,0.949671772428884,434,434,,0.234142,5.0,,False
raw,dbscan_eps0.239067_ms5,dbscan,1,17,0.037199124726477024,0.962800875273523,440,440,,0.239067,5.0,,False
raw,dbscan_eps0.245486_ms5,dbscan,1,15,0.03282275711159737,0.9671772428884027,442,442,,0.245486,5.0,,False
