keyword,paper_count,config,k,elbow_estimated_k,smallest_cluster,largest_cluster,silhouette_cosine,cohesion_ratio,within_cosine_mean,global_cosine_mean,within_pair_count,permutation_rho_mean,permutation_rho_sd,permutation_adjusted_z_rho,permutation_p_greater_equal,bootstrap_pairwise_ari_mean,bootstrap_pairwise_ari_min,bootstrap_pairwise_ari_sd,bootstrap_reference_ari_mean,bootstrap_reference_ari_min,bootstrap_reference_ari_sd,passes_numeric_rule
Design knowledge,121,spectral_knn10_k6,6,3,8,30,0.09003845602273941,1.032928919809067,0.797999382019043,0.7725598216056824,1384,0.9999465681300088,0.0023716470906407655,13.906939109624053,0.000999000999000999,0.4757633352793281,0.18697661436339913,0.11162615137599786,0.511473446523816,0.2980033437136832,0.09189227752007866,False
Design methods,38,spectral_knn10_k2,2,3,10,28,0.0974695086479187,1.0158301060102253,0.7641872763633728,0.7522786259651184,423,0.9998612687236439,0.005327419719702088,2.9974806053904026,0.004995004995004995,0.47940134668571555,-0.129979035639413,0.3524732883456964,0.5357916735161833,-0.11644486692015209,0.30100657091336136,False
Design methods,38,spectral_knn10_k3,3,3,9,19,0.059037648141384125,1.0257972714194383,0.7716853618621826,0.7522786259651184,252,1.0000956975284565,0.005666723039638499,4.535526742916558,0.000999000999000999,0.3817484078055186,-0.13313188766441522,0.2089884215468858,0.40537147994967976,-0.010484681064791562,0.1927110469535354,False
Design methods,38,spectral_knn10_k4,4,3,5,19,0.07014233618974686,1.0337905265458962,0.7776985168457031,0.7522786259651184,224,1.0000008806652267,0.008150113231885811,4.145911218567335,0.000999000999000999,0.4145303554242846,-0.044481667597245485,0.18739288817149136,0.37910070981243504,0.09044493070751276,0.16797659771218962,False
Design methods,38,spectral_knn10_k5,5,3,4,14,0.0622103326022625,1.04062786399423,0.7828420996665955,0.7522786259651184,158,1.000156322792052,0.007725304875068397,5.238827704106573,0.000999000999000999,0.4304042470590945,-0.047801814375436145,0.17097639379603177,0.4127061027521789,0.1301460823373174,0.15242361802122364,False
Design methods,38,spectral_knn10_k6,6,3,1,13,0.06120756268501282,1.0502191640743839,0.7900574297121127,0.7522786259651184,146,0.9999548101941845,0.007327577422569755,6.859614164618654,0.000999000999000999,0.48234589780917936,0.0012598689736267427,0.16482850029705284,0.4237914299012659,0.1629716389190998,0.15915105597167106,False
Design principles,21,spectral_knn10_k2,2,2,8,13,0.08520206809043884,1.019395732249701,0.7246809005737305,0.7108926177024841,106,1.0000500653192865,0.004539588329127455,4.261546538545443,0.000999000999000999,0.6801742802938655,-0.0963855421686747,0.2818407772942608,0.7916275790150905,-0.02586206896551724,0.216987940779601,True
Design principles,21,spectral_knn10_k3,3,2,6,8,0.089258573949337,1.0335592978468071,0.7347496747970581,0.7108926177024841,64,0.9999959188546734,0.00459565119874006,7.303291207421354,0.000999000999000999,0.43197384269495737,-0.10900473933649289,0.24784861719453088,0.4938631004446509,0.08714083843617522,0.21803469513018817,False
Design principles,21,spectral_knn10_k4,4,2,2,10,0.07513328641653061,1.0463444550377683,0.7438385486602783,0.7108926177024841,62,0.9999290986626002,0.008784828140629038,5.283581605939597,0.000999000999000999,0.46858702594157775,-0.10638297872340426,0.2255717549695452,0.5859925504548277,0.08700322234156821,0.2201087979305015,False
Design principles,21,spectral_knn10_k5,5,2,2,10,0.1085042729973793,1.0561018090436503,0.7507749795913696,0.7108926177024841,55,0.999856932610334,0.011902480165974033,4.725475333628792,0.000999000999000999,0.3829368692489358,-0.10773751224289912,0.20608071869076589,0.5011412234090685,0.11967779056386652,0.18049054783435112,False
Design rationale,24,spectral_knn10_k2,2,2,10,14,0.029665211215615273,1.0034765788449393,0.8193514943122864,0.8165128231048584,136,1.0000202086137104,0.003930381097289455,0.8793982429878262,0.17582417582417584,0.3825254476432179,-0.14130434782608695,0.31496340846577675,0.06174336120460091,-0.09475032010243278,0.16859468055189444,False
Design rationale,24,spectral_knn10_k3,3,2,5,14,0.12713740766048431,1.0334456739752322,0.84382164478302,0.8165128231048584,111,1.0005537531283735,0.009915163437357067,3.317335216375038,0.000999000999000999,0.4061947987276725,-0.21098475683522866,0.24116809251077095,0.36277819334970085,-0.00927487352445194,0.23255575036914275,False
Design rationale,24,spectral_knn10_k4,4,2,3,13,0.09576036781072617,1.0363673871865677,0.8462072610855103,0.8165128231048584,93,0.9999288215649649,0.011930830395189152,3.05415167382615,0.003996003996003996,0.45951001084036147,-0.08941709111488398,0.22605122755946905,0.309093489428271,-0.009922041105598866,0.17200769938761926,False
Design rationale,24,spectral_knn10_k5,5,2,1,13,0.06487731635570526,1.0460895417086509,0.854145524920998,0.8165128231048584,91,1.000250178013351,0.013034286554587987,3.5168295175438407,0.000999000999000999,0.4955816220296168,-0.14387678437265214,0.2297747924452855,0.4827424847509461,0.09523809523809523,0.1850243667258319,False
Design rationale,24,spectral_knn10_k6,6,2,1,9,-0.012539461255073547,1.036980273777158,0.8467076908458363,0.8165128231048584,55,0.999887795080996,0.012253020033492639,3.0272111360932055,0.001998001998001998,0.5610871049460132,-0.10668877833056938,0.21421063425596967,0.2251098758120846,0.0,0.11611204423694522,False
Design theory,85,spectral_knn10_k2,2,3,20,65,0.06500260531902313,1.0063182021701593,0.7601082921028137,0.7553359270095825,2270,0.9998064927384904,0.0036567347504886266,1.780744263936229,0.04095904095904096,0.6692038791963315,-0.04259373423751611,0.2130189161749835,0.7084840794202631,0.02202184965852637,0.20957079423264102,False
Design theory,85,spectral_knn10_k3,3,3,17,38,0.0557873509824276,1.0163552637165048,0.7676896452903748,0.7553359270095825,1274,1.0001415328736374,0.0027424449690520913,5.912144464459953,0.000999000999000999,0.46695782478242914,-0.028396563869397762,0.18715576490656408,0.547925965368802,0.1622512736474629,0.17302946757950494,False
Design theory,85,spectral_knn10_k4,4,3,6,43,0.07419566810131073,1.0236333446281907,0.7731870412826538,0.7553359270095825,1225,0.9999940267986404,0.005182131377766029,4.561697901171509,0.000999000999000999,0.4605715400858673,0.09506975972536395,0.13383061875714827,0.44637943856024415,0.16439333019769684,0.11856131360352389,False
Design theory,85,spectral_knn10_k5,5,3,6,34,0.07134108245372772,1.0310454960743927,0.7787857055664062,0.7553359270095825,904,0.9999371456975037,0.004980994777061705,6.245409154040476,0.000999000999000999,0.4536218336696143,0.058930157301183714,0.14673264357057603,0.532948724070708,0.125388902863649,0.1395442963522214,False
Design theory,85,spectral_knn10_k6,6,3,3,37,0.09925760328769684,1.034541983016049,0.781426727771759,0.7553359270095825,967,1.0000327554280417,0.005885165240695674,5.863765277035443,0.000999000999000999,0.41025655199102595,0.08689850543932545,0.12724419422568886,0.4896383773973815,0.26046190968631505,0.12989168696274395,False
